Invoice number,5564331912,
Invoice date,2026-04-30,
Due date,2026-05-30,
Billing ID,3028-9127-5329,
Billing account ID,010FC8-663B3D-2AE43C,
Currency,EUR,
Currency exchange rate,0.8671,
Total amount due,€317.54,
Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Consumption model description,Credit type,Cost type,Usage start date,Usage end date,Usage amount,Usage unit,Unrounded Cost (€),Cost (€)
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,sessions events appended in global,0D5A-FCD2-CB63,Default,,Usage,2026-04-18,2026-04-30,"7,207",count,1.562307,1.56
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.0 / 3.1 Pro Text Input Caching,8308-9CED-8950,Default,,Usage,2026-04-18,2026-04-30,"1,100,976",count,0.190878,0.19
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry GOOGLE-API Egress,E794-0787-45A9,Default,,Usage,2026-04-18,2026-04-30,12.637,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Min Instance CPU (Request-based billing),7EBB-8579-2C98,Default,,Usage,2026-04-17,2026-04-17,"41,959.261",second,0.090944,0.09
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Min Instance Memory (Request-based billing),740D-08F2-7A11,Default,,Usage,2026-04-17,2026-04-17,"20,979.63",gibibyte second,0.045463,0.05
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Network Internet Egress Europe to Europe,B202-CE74-F2F2,Default,,Usage,2026-04-17,2026-04-30,0.157,gibibyte,0.014256,0.01
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Build,8B5D-EF7D-EB12,Cloud Build: Network Data Transfer Out Internet Premium within Europe,2507-2CC3-F4A2,Default,,Usage,2026-04-17,2026-04-30,0.007,gibibyte,0.000668,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations (excluding Asia & Australia),22EB-AAE8-FBCD,Default,,Usage,2026-04-17,2026-04-30,0.013,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,Default,,Usage,2026-04-17,2026-04-30,147,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,Default,,Usage,2026-04-17,2026-04-30,471,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Build,8B5D-EF7D-EB12,Build time e2-standard-2,A464-9020-6404,Default,,Usage,2026-04-17,2026-04-30,72.633,minute,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Min Instance Memory (Request-based billing),740D-08F2-7A11,,SPENDING_BASED_DISCOUNT,Usage,2026-04-17,2026-04-17,,,-0.045378,-0.05
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Veo Generation 1080p with Audio,211A-68DA-2D04,Default,,Usage,2026-04-14,2026-04-30,88,second,30.523669,30.52
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Gemini 3.1 Flash Image Image Output - Predictions,1BD4-2AB9-AEFB,Default,,Usage,2026-04-14,2026-04-30,"45,080",count,2.345456,2.35
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Gemini 3.1 Flash Image Text Output - Predictions,CE23-3061-A132,Default,,Usage,2026-04-14,2026-04-30,"9,632",count,0.025050,0.03
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Gemini 3.1 Flash Image Text Input - Predictions,79EE-4DC9-1607,Default,,Usage,2026-04-14,2026-04-30,"4,556",count,0.001969,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret access operations,EBA7-264F-2D2C,Default,,Usage,2026-04-14,2026-04-30,365,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Instance-based billing) in europe-west1,4C19-DF1E-81AB,Default,,Usage,2026-04-13,2026-04-30,"3,066,359.511",second,47.861438,47.86
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3 Flash Text Output - Predictions,0127-F0B7-365E,Default,,Usage,2026-04-13,2026-04-30,"14,033,587",count,36.506940,36.51
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.0 / 3.1 Pro Text Output - Predictions,2737-2D33-D986,Default,,Usage,2026-04-13,2026-04-30,"2,638,731",count,27.457629,27.46
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Instance-based billing) in europe-west1,4C19-DF1E-81AB,Default,,Usage,2026-04-13,2026-04-30,"1,431,289.753",second,22.340203,22.34
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.0 / 3.1 Pro Text Input - Predictions,EAC4-305F-1249,Default,,Usage,2026-04-13,2026-04-30,"8,878,755",count,15.398198,15.40
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3 Flash Text Input - Predictions,7EBE-3B46-F75C,Default,,Usage,2026-04-13,2026-04-30,"13,649,330",count,5.917618,5.92
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,Default,,Usage,2026-04-13,2026-04-30,"1,546,841.992",gibibyte second,2.682257,2.68
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,Default,,Usage,2026-04-13,2026-04-30,"1,140,631.783",gibibyte second,1.977828,1.98
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret version replica storage,7756-ADEF-84F4,Default,,Usage,2026-04-13,2026-04-30,11.375,month,0.387175,0.39
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Storage,8502-299A-ABAF,Default,,Usage,2026-04-13,2026-04-30,3.569,gibibyte month,0.266994,0.27
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Network Internet Egress Europe to Europe,B202-CE74-F2F2,Default,,Usage,2026-04-13,2026-04-30,2.643,gibibyte,0.240614,0.24
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret version replica storage,7756-ADEF-84F4,Default,,Usage,2026-04-13,2026-04-30,6.075,month,0.208032,0.21
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out Europe to Europe,0C22-3157-F0C9,Default,,Usage,2026-04-13,2026-04-30,1.249,gibibyte,0.113516,0.11
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Request-based billing),4856-B847-F1EB,Default,,Usage,2026-04-13,2026-04-17,696.813,second,0.014464,0.01
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out Europe to Europe,0C22-3157-F0C9,Default,,Usage,2026-04-13,2026-04-30,0.031,gibibyte,0.002504,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Storage,8502-299A-ABAF,Default,,Usage,2026-04-13,2026-04-30,0.04,gibibyte month,0.002238,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Request-based billing),02A2-9231-36A6,Default,,Usage,2026-04-13,2026-04-17,228.8,gibibyte second,0.000460,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Standard Storage Belgium,A703-5CB6-E0BF,Default,,Usage,2026-04-13,2026-04-30,0.018,gibibyte month,0.000300,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Data Transfer Out via Carrier Peering Network - Europe Based,1EA7-1C33-8290,Default,,Usage,2026-04-13,2026-04-30,0.003,gibibyte,0.000011,0.00
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Standard Storage US Regional,E5F0-6A5D-7BAD,Default,,Usage,2026-04-13,2026-04-29,0.001,gibibyte month,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,Usage,2026-04-13,2026-04-30,0.075,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run GOOGLE-API Data Transfer Out,0CCB-7057-48DE,Default,,Usage,2026-04-13,2026-04-30,0.026,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Requests,2DA5-55D3-E679,Default,,Usage,2026-04-13,2026-04-17,"1,574",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,Usage,2026-04-13,2026-04-30,0.08,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations (excluding Asia & Australia),22EB-AAE8-FBCD,Default,,Usage,2026-04-13,2026-04-30,0.023,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,Default,,Usage,2026-04-13,2026-04-30,147,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,Default,,Usage,2026-04-13,2026-04-30,589,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret access operations,EBA7-264F-2D2C,Default,,Usage,2026-04-13,2026-04-30,"1,400",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Belgium,496F-6C3F-CD6A,Default,,Usage,2026-04-13,2026-04-30,0,gibibyte month,-0.000003,-0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Request-based billing),02A2-9231-36A6,,SPENDING_BASED_DISCOUNT,Usage,2026-04-13,2026-04-17,,,-0.000460,-0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Request-based billing),4856-B847-F1EB,,SPENDING_BASED_DISCOUNT,Usage,2026-04-13,2026-04-14,,,-0.003662,-0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Instance-based billing) in europe-west1,4C19-DF1E-81AB,,SPENDING_BASED_DISCOUNT,Usage,2026-04-13,2026-04-13,,,-0.061639,-0.06
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,,SPENDING_BASED_DISCOUNT,Usage,2026-04-13,2026-04-17,,,-0.075135,-0.08
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,,SPENDING_BASED_DISCOUNT,Usage,2026-04-13,2026-04-17,,,-0.659462,-0.66
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Instance-based billing) in europe-west1,4C19-DF1E-81AB,,SPENDING_BASED_DISCOUNT,Usage,2026-04-13,2026-04-14,,,-3.680787,-3.68
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],,,,,,,Tax,,,,,41.121915,41.12
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],,,,,,,Tax,,,,,10.675110,10.68
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],,,,,,,Tax,,,,,7.583777,7.58
RT-Solarity,010FC8-663B3D-2AE43C,[Charges not specific to a project],,,,,,,,,Tax,,,,,-0.000802,-0.00
,,,,,,,,,,,Rounding error,,,,,-0.003429,-0.00
,,,,,,,,,,,Total,,,,,317.540000,317.54
