Invoice number,5623986721,
Invoice date,2026-06-30,
Due date,2026-07-30,
Billing ID,3028-9127-5329,
Billing account ID,010FC8-663B3D-2AE43C,
Currency,EUR,
Currency exchange rate,0.8591,
Total amount due,€437.07,
Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Consumption model description,Credit type,Cost type,Usage start date,Usage end date,Usage amount,Usage unit,Unrounded Cost (€),Cost (€)
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,Default,,Usage,2026-06-09,2026-06-09,"67,743.142",gibibyte second,0.116378,0.12
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.0 / 3.1 Pro Text Input Caching,8308-9CED-8950,Default,,Usage,2026-06-09,2026-06-09,"429,731",count,0.073813,0.07
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Dataplex,51C6-B3F5-9B38,Dataplex Premium Processing (milli DCU-hr) Netherlands ,BE79-3542-C3AE,Default,,Usage,2026-06-09,2026-06-09,573.042,hour,0.048232,0.05
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Dataplex,51C6-B3F5-9B38,Dataplex Premium Processing (milli DCU-hr) Belgium,2BB8-C749-BD71,Default,,Usage,2026-06-09,2026-06-09,191.014,hour,0.016065,0.02
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.5 Flash Global Image Input Caching,38BC-34A5-DF4E,Default,,Usage,2026-06-09,2026-06-09,"109,949",count,0.014140,0.01
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Min Instance Memory (Request-based billing),740D-08F2-7A11,Default,,Usage,2026-06-09,2026-06-09,33.598,gibibyte second,0.000072,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Min Instance CPU (Request-based billing),7EBB-8579-2C98,Default,,Usage,2026-06-09,2026-06-09,16.799,second,0.000036,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Trace,9B82-7513-9D1C,Spans ingested,FFCF-0164-9BC0,Default,,Usage,2026-06-09,2026-06-09,"8,771",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],BigQuery Storage API,DCC9-8DB9-673F,BigQuery Storage API - Write (europe),CB55-0D6D-EA30,Default,,Usage,2026-06-09,2026-06-09,0.353,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Build,8B5D-EF7D-EB12,Cloud Build: Network Data Transfer Out Internet Premium within Europe,2507-2CC3-F4A2,Default,,Usage,2026-06-08,2026-06-09,0.003,gibibyte,0.000280,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Build,8B5D-EF7D-EB12,Cloud Build: Network Data Transfer Out Internet Premium within Europe,2507-2CC3-F4A2,Default,,Usage,2026-06-08,2026-06-09,0.001,gibibyte,0.000093,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Build,8B5D-EF7D-EB12,Build time e2-standard-2,A464-9020-6404,Default,,Usage,2026-06-08,2026-06-09,10.167,minute,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Build,8B5D-EF7D-EB12,Build time e2-standard-2,A464-9020-6404,Default,,Usage,2026-06-08,2026-06-09,28.8,minute,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Gemini 3.1 Flash Image Image Input - Predictions,A44E-F89C-67C0,Default,,Usage,2026-06-05,2026-06-25,"2,838",count,0.001216,0.00
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Generate_content image output token count for Gemini 3 Pro Image,096D-0370-0236,Default,,Usage,2026-06-03,2026-06-09,"175,360",count,18.077142,18.08
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Generate_content text output token count for gemini 3 pro short,530B-F4DF-9814,Default,,Usage,2026-06-03,2026-06-09,"75,361",count,0.776850,0.78
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Generate_content text input token count for gemini 3 pro short,FB70-0CFB-9533,Default,,Usage,2026-06-03,2026-06-09,"31,923",count,0.054829,0.05
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Generate_content image input token count for gemini 3 pro short,621F-B428-5221,Default,,Usage,2026-06-03,2026-06-09,"8,514",count,0.014623,0.01
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],BigQuery,24E6-581D-38E5,Streaming Insert,934C-4547-E59A,Default,,Usage,2026-06-03,2026-06-09,21.093,mebibyte,0.000895,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.5 Flash Global Text Output - Predictions,4E73-15BD-0D78,Default,,Usage,2026-06-02,2026-06-14,"3,069,476",count,23.731227,23.73
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.5 Flash Global Text Input - Predictions,9733-FF95-45E3,Default,,Usage,2026-06-02,2026-06-14,"11,418,139",count,14.712983,14.71
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.0 / 3.1 Pro Text Output - Predictions,2737-2D33-D986,Default,,Usage,2026-06-02,2026-06-14,"813,700",count,8.387965,8.39
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.0 / 3.1 Pro Text Input - Predictions,EAC4-305F-1249,Default,,Usage,2026-06-02,2026-06-14,"2,337,784",count,4.016473,4.02
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,sessions events appended in global,0D5A-FCD2-CB63,Default,,Usage,2026-06-02,2026-06-14,"4,616",count,0.991315,0.99
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.5 Flash Global Text Input Caching,36F0-C9BF-CBB8,Default,,Usage,2026-06-02,2026-06-14,"7,482,485",count,0.964083,0.96
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.5 Flash Global Image Input - Predictions,07A6-7CDB-0AF5,Default,,Usage,2026-06-02,2026-06-14,"328,399",count,0.423106,0.42
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.5 Flash Global Image Input Caching,38BC-34A5-DF4E,Default,,Usage,2026-06-02,2026-06-14,"284,490",count,0.036602,0.04
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.0 / 3.1 Pro Text Input Caching,8308-9CED-8950,Default,,Usage,2026-06-02,2026-06-14,"211,810",count,0.036382,0.04
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],BigQuery,24E6-581D-38E5,Streaming Insert,934C-4547-E59A,Default,,Usage,2026-06-02,2026-06-30,12.047,mebibyte,0.000497,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run GOOGLE-API Data Transfer Out,0CCB-7057-48DE,Default,,Usage,2026-06-02,2026-06-14,0.026,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Trace,9B82-7513-9D1C,Spans ingested,FFCF-0164-9BC0,Default,,Usage,2026-06-02,2026-06-14,"9,444",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],BigQuery Storage API,DCC9-8DB9-673F,BigQuery Storage API - Write (europe),CB55-0D6D-EA30,Default,,Usage,2026-06-02,2026-06-14,0.36,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Instance-based billing) in europe-west1,4C19-DF1E-81AB,Default,,Usage,2026-06-01,2026-06-30,"7,784,515.728",second,120.370242,120.37
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Veo Generation 1080p with Audio,211A-68DA-2D04,Default,,Usage,2026-06-01,2026-06-27,168,second,57.728160,57.73
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,Default,,Usage,2026-06-01,2026-06-30,"11,673,550.643",gibibyte second,20.055389,20.06
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Gemini 3.1 Flash Image Image Output - Predictions,1BD4-2AB9-AEFB,Default,,Usage,2026-06-01,2026-06-27,"197,680",count,10.188994,10.19
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Jobs CPU in europe-west1,72BD-0AE2-8A8F,Default,,Usage,2026-06-01,2026-06-30,"23,580",second,0.364345,0.36
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Network Internet Egress Europe to Europe,B202-CE74-F2F2,Default,,Usage,2026-06-01,2026-06-30,2.88,gibibyte,0.259770,0.26
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Network Internet Egress Europe to Europe,B202-CE74-F2F2,Default,,Usage,2026-06-01,2026-06-30,2.682,gibibyte,0.241906,0.24
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Gemini 3.1 Flash Image Text Output - Predictions,CE23-3061-A132,Default,,Usage,2026-06-01,2026-06-27,"49,791",count,0.128292,0.13
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Data Transfer Out via Carrier Peering Network - Europe Based,1EA7-1C33-8290,Default,,Usage,2026-06-01,2026-06-30,4.08,gibibyte,0.068844,0.07
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Jobs Memory in europe-west1,56BC-892D-86F5,Default,,Usage,2026-06-01,2026-06-30,"22,560",gibibyte second,0.038710,0.04
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Request-based billing),4856-B847-F1EB,Default,,Usage,2026-06-01,2026-06-30,"1,417.959",second,0.029190,0.03
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out Europe to Europe,0C22-3157-F0C9,Default,,Usage,2026-06-01,2026-06-30,0.107,gibibyte,0.009632,0.01
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Gemini API,AEFD-7695-64FA,Gemini 3.1 Flash Image Text Input - Predictions,79EE-4DC9-1607,Default,,Usage,2026-06-01,2026-06-27,"20,483",count,0.008772,0.01
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Standard Storage Belgium,A703-5CB6-E0BF,Default,,Usage,2026-06-01,2026-06-29,0.272,gibibyte month,0.004646,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out Europe to Europe,0C22-3157-F0C9,Default,,Usage,2026-06-01,2026-06-30,0.031,gibibyte,0.001975,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Request-based billing),02A2-9231-36A6,Default,,Usage,2026-06-01,2026-06-30,879.45,gibibyte second,0.001847,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Data Transfer Out via Carrier Peering Network - Europe Based,1EA7-1C33-8290,Default,,Usage,2026-06-01,2026-06-18,0.002,gibibyte,0.000025,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Scheduler,1F14-4801-0E16,Jobs,A5D6-43A2-28A7,Default,,Usage,2026-06-01,2026-06-30,76,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,Usage,2026-06-01,2026-06-30,0.103,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations (excluding Asia & Australia),22EB-AAE8-FBCD,Default,,Usage,2026-06-01,2026-06-28,0.028,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,Default,,Usage,2026-06-01,2026-06-28,"1,154",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,Default,,Usage,2026-06-01,2026-06-30,977,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret access operations,EBA7-264F-2D2C,Default,,Usage,2026-06-01,2026-06-30,"3,395",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run GOOGLE-API Data Transfer Out,0CCB-7057-48DE,Default,,Usage,2026-06-01,2026-06-18,0.049,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Requests,2DA5-55D3-E679,Default,,Usage,2026-06-01,2026-06-30,"2,244",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,Usage,2026-06-01,2026-06-30,0.04,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations (excluding Asia & Australia),22EB-AAE8-FBCD,Default,,Usage,2026-06-01,2026-06-28,0.01,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,Default,,Usage,2026-06-01,2026-06-28,"1,102",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,Default,,Usage,2026-06-01,2026-06-28,898,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret access operations,EBA7-264F-2D2C,Default,,Usage,2026-06-01,2026-06-30,873,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Request-based billing),02A2-9231-36A6,,SPENDING_BASED_DISCOUNT,Usage,2026-06-01,2026-06-01,,,-0.000006,-0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Request-based billing),4856-B847-F1EB,,SPENDING_BASED_DISCOUNT,Usage,2026-06-01,2026-06-01,,,-0.000237,-0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Jobs Memory in europe-west1,56BC-892D-86F5,,SPENDING_BASED_DISCOUNT,Usage,2026-06-01,2026-06-02,,,-0.000257,-0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Jobs CPU in europe-west1,72BD-0AE2-8A8F,,SPENDING_BASED_DISCOUNT,Usage,2026-06-01,2026-06-01,,,-0.001854,-0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,,SPENDING_BASED_DISCOUNT,Usage,2026-06-01,2026-06-02,,,-0.772882,-0.77
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Instance-based billing) in europe-west1,4C19-DF1E-81AB,,SPENDING_BASED_DISCOUNT,Usage,2026-06-01,2026-06-01,,,-3.709005,-3.71
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Storage,8502-299A-ABAF,Default,,Usage,2026-05-31,2026-06-30,34.242,gibibyte month,2.904205,2.90
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret version replica storage,7756-ADEF-84F4,Default,,Usage,2026-05-31,2026-06-30,20.079,month,0.834562,0.83
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Storage,8502-299A-ABAF,Default,,Usage,2026-05-31,2026-06-30,7.156,gibibyte month,0.607704,0.61
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret version replica storage,7756-ADEF-84F4,Default,,Usage,2026-05-31,2026-06-30,11.044,month,0.458978,0.46
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Standard Storage Belgium,A703-5CB6-E0BF,Default,,Usage,2026-05-31,2026-06-29,0.095,gibibyte month,0.001616,0.00
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Standard Storage US Regional,E5F0-6A5D-7BAD,Default,,Usage,2026-05-31,2026-06-29,0.001,gibibyte month,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,Usage,2026-05-31,2026-06-30,0.379,gibibyte month,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,Default,,Usage,2026-05-31,2026-06-30,0.52,gibibyte month,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Belgium,496F-6C3F-CD6A,Default,,Usage,2026-05-31,2026-06-30,0,gibibyte month,-0.000009,-0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],,,,,,,Tax,,,,,43.918211,43.92
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],,,,,,,Tax,,,,,22.896017,22.90
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],,,,,,,Tax,,,,,14.916959,14.92
RT-Solarity,010FC8-663B3D-2AE43C,[Charges not specific to a project],,,,,,,,,Tax,,,,,-0.001187,-0.00
,,,,,,,,,,,Rounding error,,,,,-0.004625,-0.00
,,,,,,,,,,,Total,,,,,437.070000,437.07
