Invoice number,5600045137,
Invoice date,2026-05-31,
Due date,2026-06-30,
Billing ID,3028-9127-5329,
Billing account ID,010FC8-663B3D-2AE43C,
Currency,EUR,
Currency exchange rate,0.855,
Total amount due,€586.35,
Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Consumption model description,Credit type,Cost type,Usage start date,Usage end date,Usage amount,Usage unit,Unrounded Cost (€),Cost (€)
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations (excluding Asia & Australia),22EB-AAE8-FBCD,Default,,Usage,2026-05-04,2026-05-31,0.061,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,Default,,Usage,2026-05-04,2026-05-31,"1,163",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,Default,,Usage,2026-05-04,2026-05-31,"1,585",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret access operations,EBA7-264F-2D2C,Default,,Usage,2026-05-03,2026-05-31,"1,097",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Instance-based billing) in europe-west1,4C19-DF1E-81AB,Default,,Usage,2026-05-01,2026-05-31,"8,325,996.61",second,128.143555,128.14
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3 Flash Text Output - Predictions,0127-F0B7-365E,Default,,Usage,2026-05-01,2026-05-08,"33,290,404",count,85.393722,85.39
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.0 / 3.1 Pro Text Output - Predictions,2737-2D33-D986,Default,,Usage,2026-05-01,2026-05-23,"6,429,907",count,65.974070,65.97
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Instance-based billing) in europe-west1,4C19-DF1E-81AB,Default,,Usage,2026-05-01,2026-05-12,"2,607,898.88",second,40.137498,40.14
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.0 / 3.1 Pro Text Input - Predictions,EAC4-305F-1249,Default,,Usage,2026-05-01,2026-05-23,"17,984,689",count,30.755266,30.76
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3 Flash Text Input - Predictions,7EBE-3B46-F75C,Default,,Usage,2026-05-01,2026-05-08,"59,408,663",count,25.398111,25.40
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,Default,,Usage,2026-05-01,2026-05-31,"11,385,634.389",gibibyte second,19.469496,19.47
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,Default,,Usage,2026-05-01,2026-05-12,"3,713,057.119",gibibyte second,6.349298,6.35
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Container Registry Vulnerability Scanning,82AF-DE7A-51D0,Container Images Scanned,BEA5-E1D1-4659,Default,,Usage,2026-05-01,2026-05-10,24,count,5.335489,5.34
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,sessions events appended in global,0D5A-FCD2-CB63,Default,,Usage,2026-05-01,2026-05-23,"22,932",count,4.901893,4.90
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3 Flash Text Input Caching,E5C2-A033-7712,Default,,Usage,2026-05-01,2026-05-08,"94,513,054",count,4.040433,4.04
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Storage,8502-299A-ABAF,Default,,Usage,2026-05-01,2026-05-31,26.222,gibibyte month,2.198681,2.20
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Vertex AI,C7E2-9256-1C43,Gemini 3.0 / 3.1 Pro Text Input Caching,8308-9CED-8950,Default,,Usage,2026-05-01,2026-05-23,"5,994,874",count,1.025030,1.03
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret version replica storage,7756-ADEF-84F4,Default,,Usage,2026-05-01,2026-05-31,19.007,month,0.772335,0.77
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Network Internet Egress Europe to Europe,B202-CE74-F2F2,Default,,Usage,2026-05-01,2026-05-31,4.601,gibibyte,0.413018,0.41
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret version replica storage,7756-ADEF-84F4,Default,,Usage,2026-05-01,2026-05-31,10.042,month,0.408511,0.41
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Dataplex,51C6-B3F5-9B38,Dataplex Premium Processing (milli DCU-hr) Netherlands ,BE79-3542-C3AE,Default,,Usage,2026-05-01,2026-05-23,"4,224.778",hour,0.353935,0.35
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry Storage,8502-299A-ABAF,Default,,Usage,2026-05-01,2026-05-31,2.953,gibibyte month,0.252115,0.25
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Dataplex,51C6-B3F5-9B38,Dataplex Premium Processing (milli DCU-hr) Belgium,2BB8-C749-BD71,Default,,Usage,2026-05-01,2026-05-23,662.931,hour,0.055494,0.06
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out Europe to Europe,0C22-3157-F0C9,Default,,Usage,2026-05-01,2026-05-31,0.576,gibibyte,0.051317,0.05
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Data Transfer Out via Carrier Peering Network - Europe Based,1EA7-1C33-8290,Default,,Usage,2026-05-01,2026-05-31,0.676,gibibyte,0.011301,0.01
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],BigQuery,24E6-581D-38E5,Streaming Insert,934C-4547-E59A,Default,,Usage,2026-05-01,2026-05-31,69.589,mebibyte,0.002894,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out Europe to Europe,0C22-3157-F0C9,Default,,Usage,2026-05-01,2026-05-31,0.031,gibibyte,0.002190,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Build,8B5D-EF7D-EB12,Cloud Build: Network Data Transfer Out Internet Premium within Europe,2507-2CC3-F4A2,Default,,Usage,2026-05-01,2026-05-19,0.009,gibibyte,0.000958,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run Network Data Transfer Out via Carrier Peering Network - Europe Based,1EA7-1C33-8290,Default,,Usage,2026-05-01,2026-05-30,0.015,gibibyte,0.000184,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Scheduler,1F14-4801-0E16,Jobs,A5D6-43A2-28A7,Default,,Usage,2026-05-01,2026-05-31,48,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,Usage,2026-05-01,2026-05-31,0.065,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Artifact Registry,149C-F9EC-3994,Artifact Registry GOOGLE-API Egress,E794-0787-45A9,Default,,Usage,2026-05-01,2026-05-19,13.532,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Cloud Run GOOGLE-API Data Transfer Out,0CCB-7057-48DE,Default,,Usage,2026-05-01,2026-05-30,0.098,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Scheduler,1F14-4801-0E16,Jobs,A5D6-43A2-28A7,Default,,Usage,2026-05-01,2026-05-22,22,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],BigQuery,24E6-581D-38E5,Analysis,1DF5-1F98-1DD1,Default,,Usage,2026-05-01,2026-05-08,0.012,tebibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,Default,,Usage,2026-05-01,2026-05-31,0.175,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Build,8B5D-EF7D-EB12,Build time e2-standard-2,A464-9020-6404,Default,,Usage,2026-05-01,2026-05-19,107.717,minute,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations (excluding Asia & Australia),22EB-AAE8-FBCD,Default,,Usage,2026-05-01,2026-05-31,0.019,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,Default,,Usage,2026-05-01,2026-05-31,214,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,Default,,Usage,2026-05-01,2026-05-31,933,count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Trace,9B82-7513-9D1C,Spans ingested,FFCF-0164-9BC0,Default,,Usage,2026-05-01,2026-05-23,"81,670",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],BigQuery Storage API,DCC9-8DB9-673F,BigQuery Storage API - Write (europe),CB55-0D6D-EA30,Default,,Usage,2026-05-01,2026-05-23,2.827,gibibyte,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Secret Manager,EE82-7A5E-871C,Secret access operations,EBA7-264F-2D2C,Default,,Usage,2026-05-01,2026-05-31,"2,049",count,0.000000,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Belgium,496F-6C3F-CD6A,Default,,Usage,2026-05-01,2026-05-31,0,gibibyte month,-0.000008,-0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,,SPENDING_BASED_DISCOUNT,Usage,2026-05-01,2026-05-03,,,-0.319117,-0.32
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services Memory (Instance-based billing) in europe-west1,A1D5-F449-FAFC,,SPENDING_BASED_DISCOUNT,Usage,2026-05-01,2026-05-03,,,-0.450428,-0.45
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Instance-based billing) in europe-west1,4C19-DF1E-81AB,,SPENDING_BASED_DISCOUNT,Usage,2026-05-01,2026-05-01,,,-1.505830,-1.51
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Run,152E-C115-5142,Services CPU (Instance-based billing) in europe-west1,4C19-DF1E-81AB,,SPENDING_BASED_DISCOUNT,Usage,2026-05-01,2026-05-01,,,-2.187986,-2.19
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry-staging,righttenantry-staging,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Standard Storage Belgium,A703-5CB6-E0BF,Default,,Usage,2026-04-30,2026-05-31,0.215,gibibyte month,0.003665,0.00
RT-Solarity,010FC8-663B3D-2AE43C,righttenantry,righttenantry,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Standard Storage Belgium,A703-5CB6-E0BF,Default,,Usage,2026-04-30,2026-05-30,0.069,gibibyte month,0.001161,0.00
RT-Solarity,010FC8-663B3D-2AE43C,iginsider,iginsider,[Project not associated with any folders or organizations],Cloud Storage,95FF-2EF5-5EA1,Standard Storage US Regional,E5F0-6A5D-7BAD,Default,,Usage,2026-04-30,2026-05-30,0.001,gibibyte month,0.000000,0.00
